id,word_count,cooccurrences,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,299,0,0.8296524286270142,0.0,0.0,0.15315771102905273,0.0
2_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,110,0,0.8877826929092407,0.039181098341941833,0.029449811205267906,0.023690115660429,0.019896317273378372
3_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,113,0,0.038802530616521835,0.9122206568717957,0.019875647500157356,0.015838181599974632,0.013262929394841194
5_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,139,0,0.06035853177309036,0.03870606794953346,0.857322633266449,0.02372089773416519,0.01989186555147171
6_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,90,0,0.37551388144493103,0.29705891013145447,0.2900582253932953,0.02031823620200157,0.017050733789801598
7_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,109,0,0.3182957172393799,0.02399568073451519,0.6315301060676575,0.014231106266379356,0.011947384104132652
9_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,110,0,0.5424494743347168,0.023800188675522804,0.017610132694244385,0.40419501066207886,0.011945201084017754
11_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,47,0,0.6405306458473206,0.039204251021146774,0.27668297290802,0.02369013987481594,0.019891997799277306
12_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,99,0,0.6517010927200317,0.03323161229491234,0.025232726708054543,0.2727741003036499,0.017060447484254837
13_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,436,0,0.6070951223373413,0.017370976507663727,0.012769916094839573,0.3542289733886719,0.0
14_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,21,0,0.11835049092769623,0.0766620934009552,0.059702809900045395,0.7054608464241028,0.039823755621910095
15_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,35,0,0.864928662776947,0.047461554408073425,0.03529884293675423,0.028428036719560623,0.023882873356342316
16_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,68,0,0.715155839920044,0.1971939504146576,0.03531902655959129,0.028428420424461365,0.02390269935131073
17_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,216,0,0.898658812046051,0.03877921774983406,0.025153590366244316,0.02035374566912651,0.017054641619324684
18_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,70,0,0.09327197819948196,0.05876404419541359,0.04394117370247841,0.035534948110580444,0.7684878706932068
20_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,127,0,0.04944870248436928,0.1721661239862442,0.022206125780940056,0.23937596380710602,0.5168030858039856
22_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,50,0,0.8326452970504761,0.057498566806316376,0.04435659199953079,0.035662759095430374,0.029836835339665413
26_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,35,0,0.773216187953949,0.07993253320455551,0.05942349135875702,0.04762960225343704,0.03979815915226936
28_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,406,0,0.02591853030025959,0.4055764675140381,0.551059365272522,0.0,0.0
33_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,43,0,0.12453372776508331,0.7295331954956055,0.05874491482973099,0.047380682080984116,0.039807483553886414
34_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,301,0,0.2530597746372223,0.5429797172546387,0.0,0.19099217653274536,0.0
39_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,46,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
48_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,59,0,0.07323086261749268,0.8390588164329529,0.03519764170050621,0.02863449789583683,0.02387816645205021
49_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,198,0,0.35404303669929504,0.6019893884658813,0.017768336459994316,0.014238917268812656,0.011960332281887531
52_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,20,0,0.7774142622947693,0.07685856521129608,0.05856490135192871,0.0473800003528595,0.039782263338565826
58_1801-08-24_p3_sn83016063_00332895059_1801082401_0656,80,0,0.828482985496521,0.0608978271484375,0.045179057866334915,0.03553562983870506,0.029904477298259735
1_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,641,0,0.01204048004001379,0.0,0.9729915261268616,0.0,0.0
2_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,196,0,0.5470848679542542,0.010728857479989529,0.4307905435562134,0.0,0.0
3_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,147,0,0.9658297300338745,0.012225170619785786,0.0,0.0,0.0
4_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,151,0,0.01719740591943264,0.7052485942840576,0.0,0.26334547996520996,0.0
5_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,105,0,0.05010181665420532,0.228560209274292,0.6837373375892639,0.020550796762108803,0.017049819231033325
6_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,184,0,0.39765381813049316,0.01075313426554203,0.5801708698272705,0.0,0.0
7_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,368,0,0.9757018089294434,0.0,0.0,0.0,0.0
9_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,836,0,0.1628248542547226,0.0,0.543649435043335,0.0,0.2864387035369873
11_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,32,0,0.6664153933525085,0.11499375849962234,0.08784741163253784,0.07107004523277283,0.05967343598604202
15_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,37,0,0.8660047650337219,0.04612851142883301,0.03552437201142311,0.028453804552555084,0.023888522759079933
17_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,99,0,0.7721421122550964,0.011981707997620106,0.0,0.20109282433986664,0.0
18_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,149,0,0.6114664077758789,0.357181191444397,0.012659067288041115,0.010156850330531597,0.0
20_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,15,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
22_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,45,0,0.08184255659580231,0.051156144589185715,0.8143381476402283,0.02875366061925888,0.023909518495202065
23_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,118,0,0.769269585609436,0.2013651430606842,0.01188101340085268,0.0,0.0
25_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,273,0,0.040829598903656006,0.9152578711509705,0.017735077068209648,0.014236895367503166,0.011940570548176765
28_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,71,0,0.8867988586425781,0.03998875990509987,0.02942589484155178,0.023875320330262184,0.019911158829927444
30_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,43,0,0.044158488512039185,0.9066698551177979,0.020049259066581726,0.01583815924823284,0.013284241780638695
37_1801-03-02_pNone_sn83016063_00332895059_1801030201_0553,170,0,0.5302650928497314,0.01566961780190468,0.43660077452659607,0.0,0.0
1_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,314,0,0.021496785804629326,0.012366711162030697,0.0,0.0,0.9493297338485718
2_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,702,0,0.0,0.6540759205818176,0.0,0.336297869682312,0.0
3_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,692,0,0.3923473358154297,0.45299017429351807,0.0,0.14773261547088623,0.0
4_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,283,0,0.13980822265148163,0.46025407314300537,0.01358284242451191,0.011012454517185688,0.37534239888191223
6_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,63,0,0.8326259255409241,0.0574970506131649,0.0444660484790802,0.03553513064980507,0.02987581491470337
7_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,114,0,0.10479029268026352,0.7857095003128052,0.04397006705403328,0.03566975146532059,0.029860399663448334
8_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,155,0,0.8652504086494446,0.04683276638388634,0.03560884669423103,0.02842801809310913,0.023879922926425934
10_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,22,0,0.16912466287612915,0.6121510863304138,0.08798042684793472,0.07107022404670715,0.05967358499765396
13_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,96,0,0.11531947553157806,0.07666201144456863,0.7208531498908997,0.04737972840666771,0.03978559747338295
19_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,19,0,0.8311656713485718,0.059538427740335464,0.04392387717962265,0.035535164177417755,0.029836835339665413
24_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,120,0,0.9552419185638428,0.01548578031361103,0.011780517175793648,0.0,0.0
25_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,102,0,0.8650826215744019,0.04735832288861275,0.0351763591170311,0.028473302721977234,0.023909371346235275
27_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,74,0,0.34495973587036133,0.03602330759167671,0.025309350341558456,0.5766503214836121,0.017057284712791443
28_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,140,0,0.9626660346984863,0.013018008321523666,0.0,0.0,0.0
29_1801-08-24_p4_sn83016063_00332895059_1801082401_0657,119,0,0.19322584569454193,0.03394893929362297,0.025126799941062927,0.7306138873100281,0.0170845165848732
1_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,300,0,0.9740996956825256,0.0,0.0,0.0,0.0
2_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,255,0,0.0,0.9793362617492676,0.0,0.0,0.0
3_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,413,0,0.9690218567848206,0.011008537374436855,0.0,0.0,0.0
4_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,197,0,0.9512203931808472,0.017176294699311256,0.012857744470238686,0.010208845138549805,0.0
5_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,426,0,0.5844418406486511,0.0,0.40038490295410156,0.0,0.0
6_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,598,0,0.010093402117490768,0.0,0.0,0.0,0.9745399951934814
7_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,186,0,0.016168106347322464,0.44954273104667664,0.0,0.5219267010688782,0.0
8_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,648,0,0.0,0.988333523273468,0.0,0.0,0.0
11_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,102,0,0.5850048065185547,0.02386372722685337,0.01770886965095997,0.36147454380989075,0.011948049999773502
13_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,186,0,0.6653827428817749,0.314653217792511,0.0,0.0,0.0
16_1801-02-16_p2_sn83016063_00332895059_1801021601_0544,62,0,0.9249958992004395,0.025792069733142853,0.020036086440086365,0.015900207683444023,0.01327568106353283
1_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,233,0,0.7618244886398315,0.22352075576782227,0.0,0.0,0.0
2_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,259,0,0.568985641002655,0.4197594225406647,0.0,0.0,0.0
3_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,112,0,0.8643050193786621,0.04792236164212227,0.03522785007953644,0.028640305623412132,0.0239044688642025
4_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,277,0,0.48199060559272766,0.0,0.49885451793670654,0.0,0.0
5_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,627,0,0.0,0.0,0.9850837588310242,0.0,0.0
6_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,99,0,0.44646719098091125,0.01805279590189457,0.013552455231547356,0.010966947302222252,0.510960578918457
7_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,69,0,0.039483487606048584,0.9166303873062134,0.017712237313389778,0.014235193841159344,0.011938653886318207
8_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,48,0,0.776961624622345,0.07695496082305908,0.05890652909874916,0.0473800003528595,0.03979690000414848
9_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,165,0,0.835153341293335,0.014317958615720272,0.010439370758831501,0.13306501507759094,0.0
10_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,306,0,0.3630375564098358,0.013451922684907913,0.4919290542602539,0.12494552135467529,0.0
12_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,69,0,0.8654032945632935,0.04679963365197182,0.03541860356926918,0.028428183868527412,0.023950276896357536
14_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,27,0,0.07701418548822403,0.045997437089681625,0.0354221872985363,0.028468551114201546,0.8130975961685181
15_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,44,0,0.4703488349914551,0.0781421884894371,0.058565497398376465,0.3531607985496521,0.03978266939520836
18_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,26,0,0.07705260813236237,0.6303141713142395,0.24032062292099,0.028438488021492958,0.02387411892414093
21_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,163,0,0.3935175836086273,0.294280469417572,0.011183462105691433,0.2935550808906555,0.0
27_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,426,0,0.9728728532791138,0.0,0.0,0.0,0.0
28_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,359,0,0.013120808638632298,0.0,0.9700990915298462,0.0,0.0
31_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,65,0,0.048993971198797226,0.5087534785270691,0.025111472234129906,0.4000858664512634,0.017055198550224304
32_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,89,0,0.9439566135406494,0.01951158046722412,0.014701452106237411,0.011882773600518703,0.0
33_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,53,0,0.8314450979232788,0.05924314260482788,0.043923985213041306,0.03553524985909462,0.029852494597434998
36_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,56,0,0.7770546078681946,0.07666315883398056,0.05911916121840477,0.047380439937114716,0.039782632142305374
51_1801-03-09_pNone_sn83016063_00332895059_1801030901_0557,31,0,0.17048490047454834,0.6109256148338318,0.08784685283899307,0.07106959819793701,0.05967305600643158
